species,common_name,difference,diff_SE,k,inat_medPred,inat_SE,inat_medResp,inat_GAM_pval,ebird_medPred,ebird_SE,ebird_medResp,ebird_GAM_pval,lb95CI,ub95CI,pval_uncorr,pval,sigdir,name_clean,specID,family,order,crest,max.color.contrast,pelagic,mass,shape,endangerment,all_success,rate,nhex
Catharus minimus,Gray-cheeked_Thrush,-0.9679350875734088,23.112485865741466,20,-9.223191083188,23.150190547788995,9.871340536309306e-5,0.2075,-8.232255727286628,0.01917696184068116,2.6586507154541554e-4,1,-46.26757497761773,44.3317048024709,0.9665949057685376,0.9999810766357233,Non-significant,Gray-cheeked_Thrush,OTT:920831,Turdidae,Passeriformes,none,50,0,31.58,Thrush,Least Concern,85693,0.00242161828917089,1960
Leucosticte tephrocotis,Gray-crowned_Rosy-Finch,-8.673275808732647,9.210901585369548,20,-16.889426142708388,9.448113390714466,4.6239742149562414e-8,1,-8.037550228205554,0.00741862095838657,3.22995141864606e-4,1,-26.726311181199847,9.379759563734549,0.34638129586728467,0.5354194540693649,Non-significant,Gray-crowned_Rosy-Finch,OTT:236657,Fringillidae,Passeriformes,none,45,0,37.8,Finch,Least Concern,16305,4.607667628036288e-4,552
Myiarchus crinitus,Great_Crested_Flycatcher,-0.6773249406162876,0.07772499381784394,20,-6.206993245908267,0.08153391348118685,0.00201123462179855,1,-5.487096911197893,0.00343450702163207,0.00412277742402837,0.85,-0.82966312919786,-0.5249867520347151,2.9236054017616635e-18,1.7959290325107364e-17,Underreported,Great_Crested_Flycatcher,OTT:835027,Tyrannidae,Passeriformes,short,80,0,32.1,Flycatcher,Least Concern,1218148,0.034423925824944183,3131
Quiscalus mexicanus,Great-tailed_Grackle,-0.14326148364951707,0.03605314975999003,20,-5.31191240832773,0.04905581072504467,0.00490827477661118,0.955,-5.4955618338039285,0.00263317768522718,0.00408816779572128,0.3775,-0.21392435870832643,-0.07259860859070774,7.078874298614002e-5,2.2028339100292258e-4,Underreported,Great-tailed_Grackle,OTT:743411,Icteridae,Passeriformes,none,52.5,0,160.47,Blackbird,Least Concern,1008621,0.02850285391387666,2049
Geococcyx californianus,Greater_Roadrunner,1.0612411203279049,0.0392951684815778,20,-4.740868820067027,0.04882188135476022,0.00865548563163274,0.945,-5.7787741126209955,0.00918661243115805,0.00308297004961788,0.7875,0.9842240053375789,1.138258235318231,0,0,Overreported,Greater_Roadrunner,OTT:212182,Cuculidae,Cuculiformes,long,45,0,376,Thrush,Least Concern,221470,0.00625857190788835,1375
Tringa melanoleuca,Greater_Yellowlegs,-0.13787682804994672,0.03875036893972681,20,-6.525442111138146,0.0452415398947006,0.00146352596671174,1,-6.2785118521821,0.00790376477889089,0.00187267706761092,0.235,-0.21382615555945084,-0.06192750054044263,3.7357865191865654e-4,0.0010709254688334822,Underreported,Greater_Yellowlegs,OTT:304017,Scolopacidae,Charadriiformes,none,47.5,0,161.74,Shorebird,Least Concern,1047276,0.02959521449137891,4092
Butorides virescens,Green_Heron,0.6319925736759542,0.03672993699101187,20,-5.378096186587886,0.04227913217618972,0.00459538763994994,1,-6.073293038747851,7.146173994447667e-4,0.0022982806834247,0.9975,0.5600032200191455,0.7039819273327629,0,0,Overreported,Green_Heron,OTT:154822,Ardeidae,Pelecaniformes,none,70,0,201.5,Heron,Least Concern,1104816,0.03122125064787819,3616
Pipilo chlorurus,Green-tailed_Towhee,-0.722473856644652,0.22996167427698935,20,-7.158343207882936,0.3030983692443828,7.777376914393457e-4,1,-6.186485024587004,0.01194821819081347,0.00205282177583486,0.9775,-1.173190456052082,-0.271757257237222,0.0016796190229265934,0.004438322892984797,Underreported,Green-tailed_Towhee,OTT:463020,Passerellidae,Passeriformes,none,70,0,29.4,Sparrow,Least Concern,148562,0.00419824788810994,1636
Histrionicus histrionicus,Harlequin_Duck,1.5373082205665187,0.759401804122753,20,-5.827682848231461,0.8925590180011493,0.00293624591455788,0.9975,-8.501522885118009,0.01963037441523531,2.0311748078689803e-4,1,0.0489080346911821,3.025708406441855,0.04293236819446555,0.09025337847103203,Non-significant,Harlequin_Duck,OTT:679317,Anatidae,Anseriformes,none,70,0,561.57,Duck,Least Concern,72712,0.00205478521048619,443
Parabuteo unicinctus,Harriss_Hawk,0.5448242027689816,0.5815469042028288,20,-5.609268865517663,0.8836972018485291,0.00365037302706118,0.9975,-7.635261953880895,0.01232659891928713,4.828787605065257e-4,0.9975,-0.5949867847893278,1.684635190327291,0.34883396514937814,0.5357093036222593,Non-significant,Harriss_Hawk,OTT:1034652,Accipitridae,Accipitriformes,none,40,0,850.28,Hawk/Falcon,Least Concern,74902,0.00211667292655733,409
Zonotrichia querula,Harriss_Sparrow,0.29246066433728846,0.4654918152268485,20,-6.320272829106585,0.5897003600304938,0.0017962202831635,1,-7.547516057928193,0.01863268732169936,5.271405548591178e-4,1,-0.6198865286055081,1.2048078572800849,0.5298184673611055,0.7263887972805881,Non-significant,Harriss_Sparrow,OTT:265552,Passerellidae,Passeriformes,none,70,0,35.5,Sparrow,Near Threatened,120376,0.00340173320081261,2048
Setophaga occidentalis,Hermit_Warbler,-0.989126129141126,5.2910069586120905,20,-7.898469009727705,5.328487154957548,3.711737588187316e-4,0.2575,-7.772827612919663,0.01286637978346192,4.2084391324591033e-4,1,-11.35930920997163,9.381056951689377,0.8517039290992875,0.9637702355597201,Non-significant,Hermit_Warbler,OTT:935122,Parulidae,Passeriformes,none,80,0,10.4,Warbler,Least Concern,66268,0.00187268272538919,625
Lophodytes cucullatus,Hooded_Merganser,0.17801320270839227,0.07845341560805438,20,-5.9155837484914535,0.07268698070967261,0.00268983021945505,1,-6.026878763391091,0.05316888206239609,0.00240720520455571,1,0.024247333652453157,0.3317790717643314,0.023266463528441417,0.052156574639586686,Non-significant,Hooded_Merganser,OTT:809009,Anatidae,Anseriformes,long,85,0,613.77,Duck,Least Concern,1073435,0.03033444771727159,4151
Icterus cucullatus,Hooded_Oriole,0.4683845949026064,0.2719695524191271,20,-5.767456803672257,0.32186657046735906,0.00311794975068811,1,-6.555407655103443,0.01859242314212878,0.00142038254275159,0.6575,-0.06466593273036103,1.0014351225355738,0.08503420590825317,0.16689286055852176,Non-significant,Hooded_Oriole,OTT:1077593,Icteridae,Passeriformes,none,70,0,24.3,Blackbird,Least Concern,180998,0.00511486430750881,628
Setophaga citrina,Hooded_Warbler,-0.45740480942969786,0.19284603730059643,20,-6.939811596978309,0.23469469143294605,9.675150473444804e-4,1,-6.825250973611004,0.01161031598951779,0.00108482522524867,0.1575,-0.8353760971001347,-0.07943352175926105,0.017698545306465318,0.04103633298999067,Underreported,Hooded_Warbler,OTT:3597211,Parulidae,Passeriformes,none,100,0,10.54,Warbler,Least Concern,309722,0.00875250556939991,2170
Podiceps auritus,Horned_Grebe,-0.5729793793690241,0.07401992294990782,20,-7.61640944268628,0.08557986630256977,4.920640692689319e-4,1,-6.965704674096317,0.00490665906713902,9.428079762224034e-4,0.2925,-0.7180557624892732,-0.42790299624877504,9.873064983338546e-15,5.306772428544469e-14,Underreported,Horned_Grebe,OTT:726164,Podicipedidae,Podicipediformes,long,40,0,453,Duck,Vulnerable,546807,0.01545234537064482,3189
Passer domesticus,House_Sparrow,-0.4810401379104312,0.05425108587261984,20,-4.945325785551175,0.03317521880342106,0.00706630774622902,0.3625,-4.4435797719513435,0.04846791635899446,0.01161724066578301,0.59,-0.5873703123429558,-0.37470996347790664,7.519565706360467e-19,4.6799402356690806e-18,Underreported,House_Sparrow,OTT:745175,Passeridae,Passeriformes,none,40,0,26.51,Sparrow,Least Concern,5010650,0.14159711622459387,4967
Troglodytes aedon,House_Wren,-0.7062941584781215,0.06029301591121042,20,-6.0678645721023585,0.07139141461428054,0.00231076184019015,0.9975,-5.29313178441539,0.00765752282955831,0.0050008609492802,0.1325,-0.8244662981833943,-0.5881220187728486,1.0759933982960195e-31,8.078490117365354e-31,Underreported,House_Wren,OTT:293378,Troglodytidae,Passeriformes,none,7.5,0,10.85,Wren,Least Concern,2239886,0.06329745607293279,4897
Vireo huttoni,Huttons_Vireo,-1.5418417161500615,5.349751388710827,20,-7.766520014161816,5.417345567536413,4.235056894714731e-4,1,-6.413846696017175,0.00871086339495957,0.00163602777502412,1,-12.02716176426642,8.943478331966295,0.7731874441190917,0.9212031764945349,Non-significant,Huttons_Vireo,OTT:119885,Vireonidae,Passeriformes,none,90,0,11.3,Warbler,Least Concern,264905,0.00748601160996597,557
Columbina inca,Inca_Dove,-0.44946501898306934,0.09143519157597908,20,-6.355767596732707,0.09989449891385348,0.00173369069692461,1,-6.19114638360918,0.02159949802737343,0.00204329461071055,1,-0.6286747013915085,-0.27025533657463024,8.848036554360156e-7,3.1947490764979802e-6,Underreported,Inca_Dove,OTT:846250,Columbidae,Columbiformes,none,45,0,47.5,Dove,Least Concern,210020,0.00593500371199129,836
Passerina cyanea,Indigo_Bunting,-0.05630652344437203,0.03833896508991149,20,-5.464793358650875,0.04702575394821735,0.00421537113871972,0.845,-5.45792547025718,0.0071654081798385,0.00424429818199152,0.49,-0.13144951422513698,0.018836467336392916,0.1419277289329984,0.2562283045240773,Non-significant,Indigo_Bunting,OTT:939942,Cardinalidae,Passeriformes,none,100,0,14.69,Finch,Least Concern,1473172,0.04163070797258188,3713
Dryobates scalaris,Ladder-backed_Woodpecker,-0.557149532706456,0.28976331094280827,20,-5.306699818349458,0.34460703553691785,0.00493379983816702,1,-4.800624420314412,0.00595860403947985,0.00815751743374944,1,-1.1250751861954411,0.010776120782529097,0.054508364010387535,0.11161236440222208,Non-significant,Ladder-backed_Woodpecker,OTT:701702,Picidae,Piciformes,none,85,0,31.59,Woodpecker,Least Concern,425884,0.01203515437042997,956
Calcarius lapponicus,Lapland_Longspur,-2.9453325975072104,9.310128925078624,20,-11.286465822621754,9.237848271233862,1.254136265408423e-5,1,-8.16166612692924,0.00939825571956124,2.8530508609478144e-4,0.9975,-21.192849982085917,15.302184787071496,0.7517308875216097,0.9047549867626499,Non-significant,Lapland_Longspur,OTT:420995,Calcariidae,Passeriformes,none,83,0,27.84,Sparrow,Least Concern,60002,0.00169561038342492,2260
Calamospiza melanocorys,Lark_Bunting,-0.3768842333124989,0.3047958553883675,20,-7.135344784788288,0.42664732861770305,7.958173017162642e-4,0.745,-6.910578401232767,0.01623211099522348,9.96187479924612e-4,0.3275,-0.9742731325107777,0.22050466588577988,0.21626769790690764,0.3576735003845011,Non-significant,Lark_Bunting,OTT:948123,Passerellidae,Passeriformes,none,80,0,37.6,Sparrow,Least Concern,59534,0.00168238506327821,1495
Ixobrychus exilis,Least_Bittern,-2.0143255827192905,5.643557762428326,20,-10.268431514067338,5.694220088647676,3.471057281858054e-5,0.99,-8.61949163792261,0.01375634463946855,1.8051942402717155e-4,0.9975,-13.075495541750264,9.04684437631168,0.7211481221197158,0.8836866885042113,Non-significant,Least_Bittern,OTT:213188,Ardeidae,Pelecaniformes,none,45,0,86.29,Heron,Least Concern,91166,0.00257628106088657,1444
Calidris minutilla,Least_Sandpiper,-0.6618659187587834,0.09351844851928091,20,-6.860102486409103,0.05916249758315024,0.00104770759624097,0.9925,-6.235919280973402,0.0802744845997204,0.00195400298931835,0.37,-0.8451587097466371,-0.47857312777092975,1.4690165962073304e-12,7.237967187563201e-12,Underreported,Least_Sandpiper,OTT:654822,Scolopacidae,Charadriiformes,none,65,0,22.88,Shorebird,Least Concern,963750,0.02723483395596426,3834
Spinus psaltria,Lesser_Goldfinch,-0.6198539809346539,0.07734454807258881,20,-5.514534786282866,0.10828316563659612,0.00401164259399125,1,-5.06440353251322,0.00106892453426591,0.00627801558736506,0.8025,-0.7714465095574549,-0.468261452311853,1.1086431084248016e-15,6.242716551011086e-15,Underreported,Lesser_Goldfinch,OTT:957575,Fringillidae,Passeriformes,none,100,0,8.77,Finch,Least Concern,1406305,0.03974109796777413,1824
Chordeiles acutipennis,Lesser_Nighthawk,-1.036013556202954,7.890782082695666,20,-8.149124407571776,7.876764684543898,2.889047947352821e-4,0.98,-7.1482643115751685,0.0220853615175375,7.856098756197621e-4,0.97,-16.501662248140416,14.429635135734506,0.8955426163673278,0.985330016574481,Non-significant,Lesser_Nighthawk,OTT:484902,Caprimulgidae,Caprimulgiformes,none,60,0,48.42,Owl,Least Concern,37958,0.0010726638934376,639
Aythya affinis,Lesser_Scaup,-0.7623728195945856,0.07849775533083417,20,-6.777838765999661,0.05708894701578362,0.00113743807128844,0.985,-5.981299691358448,0.05617720728362709,0.00251917944065742,0.895,-0.9162255929102576,-0.6085200462789137,2.6793772641353853e-22,1.760202008244496e-21,Underreported,Lesser_Scaup,OTT:1044556,Anatidae,Anseriformes,none,80,0,819.45,Duck,Least Concern,892140,0.02521119041813121,4306
Tringa flavipes,Lesser_Yellowlegs,-0.7709168750156934,0.18674449410121935,20,-7.338700823439307,0.20637950840882557,6.494722118694589e-4,0.985,-6.654384546224199,0.00249451078135236,0.00128670308801669,0.98,-1.136929357765236,-0.404904392266151,3.656289072955233e-5,1.1685302239917739e-4,Underreported,Lesser_Yellowlegs,OTT:55408,Scolopacidae,Charadriiformes,none,40,0,77.5,Shorebird,Least Concern,634069,0.01791830239338449,3747
Melanerpes lewis,Lewiss_Woodpecker,-1.76839355243377,0.9993247783725154,20,-8.98596382400955,0.9684449666859858,1.2513855801958796e-4,1,-7.345502858572212,0.01690990013099352,6.450723099317874e-4,1,-3.7270341269023715,0.19024702203483135,0.07679572985579429,0.15262344631004496,Non-significant,Lewiss_Woodpecker,OTT:90564,Picidae,Piciformes,none,60,0,105.76,Woodpecker,Least Concern,55349,0.00156412018119705,1205
Egretta caerulea,Little_Blue_Heron,0.23166373251754524,0.05247484562036263,20,-6.315323717470136,0.09922073456374772,0.0018051159255454,0.9775,-6.71575074372101,0.00777477589472051,0.00121020963024083,0.295,0.1288149250073351,0.3345125400277554,1.0112315589339005e-5,3.416518052683821e-5,Overreported,Little_Blue_Heron,OTT:892214,Ardeidae,Pelecaniformes,long,50,0,338.61,Heron,Least Concern,745046,0.02105442708125068,1871
Hydrocoloeus minutus,Little_Gull,-5.346605374088194,26.06990230171807,20,-15.161237784874068,26.103876495437035,2.603502374687705e-7,0.6475,-9.769675759807235,0.03900611769653658,5.715561530149514e-5,1,-56.44267496593346,45.74946421775707,0.8375039336670409,0.9614974968689841,Non-significant,Little_Gull,OTT:80679,Laridae,Charadriiformes,none,85,0,118,Gull/Tern,Least Concern,9533,2.693952499114992e-4,404
Numenius americanus,Long-billed_Curlew,-1.443666549597297,0.2295233875368996,20,-8.9195459307399,0.2414775216632337,1.3373107590510072e-4,0.6925,-7.018717540407058,0.01215521371653963,8.941722636724268e-4,0.45,-1.8935241227792496,-0.9938089764153443,3.177829476216264e-10,1.4736405316179342e-9,Underreported,Long-billed_Curlew,OTT:808998,Scolopacidae,Charadriiformes,none,30,0,583.86,Shorebird,Least Concern,225333,0.00636773731756087,1648
Limnodromus scolopaceus,Long-billed_Dowitcher,-4.053200663202681,0.3304818796935111,20,-11.481025225095747,0.3478653865761819,1.0324038476797782e-5,0.9425,-7.074240009769563,0.00390470687022054,8.45919558562817e-4,0.22,-4.700933244945062,-3.4054680814603,1.404470863914268e-34,1.1453702045369806e-33,Underreported,Long-billed_Dowitcher,OTT:530284,Scolopacidae,Charadriiformes,none,30,0,104.4,Shorebird,Least Concern,310428,0.0087724565865443,2779
Asio otus,Long-eared_Owl,0.3885524834303222,0.8023021739019397,20,-8.776413083482353,0.8576122720966821,1.5430685050976287e-4,1,-9.065374129734476,0.01517718941764669,1.1558669273424596e-4,0.9825,-1.1839308821356707,1.961035848996315,0.6281751511454594,0.807409908945115,Non-significant,Long-eared_Owl,OTT:1060752,Strigidae,Strigiformes,long,20,0,296.57,Owl,Least Concern,23249,6.569988634419851e-4,1651
Parkesia motacilla,Louisiana_Waterthrush,-0.5389655467099848,0.5824221021335333,20,-7.560145496211366,0.6091888347384341,5.205283731256752e-4,1,-7.185660003013874,0.01307369380073717,7.567958034759798e-4,1,-1.680491890691819,0.6025607972718492,0.3547649020228876,0.5413025763123414,Non-significant,Louisiana_Waterthrush,OTT:660355,Parulidae,Passeriformes,none,45,0,19.9,Warbler,Least Concern,221328,0.00625455909707461,2191
Anas platyrhynchos,Mallard,0.19543867010188265,0.04121430638872877,20,-4.093882729907559,0.02673500013945464,0.01640089119286277,0.7475,-4.165465953579734,0.03444905261620588,0.01528521599287543,0.12,0.1146601139321752,0.27621722627159007,2.116077435276864e-6,7.525598698390652e-6,Overreported,Mallard,OTT:765167,Anatidae,Anseriformes,none,90,0,843.42,Duck,Least Concern,6342619,0.17923753599060346,4942
Limosa fedoa,Marbled_Godwit,-1.8965545191964928,1.8709756795246069,20,-9.41803294508681,2.036677521657527,8.123907661423298e-5,1,-7.859975873596645,0.01005583956423377,3.8573433284155417e-4,0.7925,-5.563599467015076,1.7704904286220902,0.3107395797933807,0.4883050539610268,Non-significant,Marbled_Godwit,OTT:413323,Scolopacidae,Charadriiformes,none,30,0,357.02,Shorebird,Least Concern,275962,0.00779847392804753,1739
Cistothorus palustris,Marsh_Wren,-1.1301228815575168,0.3933960961116522,20,-7.625510993055741,0.43604986100177745,4.876080163881531e-4,0.205,-6.5306724613763905,0.0151824571921418,0.00145590231246687,0.615,-1.9011650615950126,-0.35908070152002103,0.004069348187893475,0.010238306876987307,Underreported,Marsh_Wren,OTT:932504,Troglodytidae,Passeriformes,none,30,0,10.8,Wren,Least Concern,773788,0.02186665390103001,3728
Falco columbarius,Merlin,0.3321190592168197,0.08968282697179272,20,-6.94160082250405,0.09554729599640668,9.65787162850402e-4,1,-7.259796988340929,0.00808377208443297,7.027565751090532e-4,0.2175,0.15634394832036866,0.5078941701132708,2.128443562530169e-4,6.292211281729811e-4,Overreported,Merlin,OTT:786443,Falconidae,Falconiformes,none,45,0,188.5,Hawk/Falcon,Least Concern,360056,0.01017490570671716,4264
Ictinia mississippiensis,Mississippi_Kite,0.6254244079408111,0.2671614776427806,20,-5.362476339447568,0.3047002590571552,0.00466739276098908,0.9975,-6.547813851036515,0.002273543651811,0.00143119421135904,0.9925,0.10179753370445832,1.149051282177164,0.019232284964262547,0.04373495571200089,Overreported,Mississippi_Kite,OTT:425440,Accipitridae,Accipitriformes,none,50,0,276.03,Hawk/Falcon,Least Concern,149565,0.0042265918968859,1881
Anas fulvigula,Mottled_Duck,-1.2185755976243404,0.2739372167556869,20,-6.962256018631646,0.34971236527004096,9.46061927710974e-4,0.745,-6.073095702485947,0.02705883585175117,0.00229873321963907,1,-1.7554826764906288,-0.681668518758052,8.652218471954275e-6,2.96557922987998e-5,Underreported,Mottled_Duck,OTT:82422,Anatidae,Anseriformes,none,10,0,843.42,Duck,Least Concern,276906,0.00782515064218961,407
Poecile gambeli,Mountain_Chickadee,-1.6873046133832943,0.27323646034247473,20,-7.040347043354217,0.36017432174515446,8.750561671777436e-4,1,-4.954908538849369,0.00414475370356147,0.00699938817270365,1,-2.2228382349177513,-1.1517709918488372,6.605708025706921e-10,2.920093360896611e-9,Underreported,Mountain_Chickadee,OTT:694655,Paridae,Passeriformes,none,90,0,11.19,Chickadee,Least Concern,488779,0.01381251870937717,1437
Geothlypis philadelphia,Mourning_Warbler,-4.4081899925124,6.22610596086294,20,-12.418334274356596,6.217693387052149,4.0437490318592264e-6,0.985,-8.335775031023735,0.02468740585528338,2.3972580052975835e-4,0.8775,-16.61113343973391,7.794753454709107,0.4789345879855388,0.6843989731636249,Non-significant,Mourning_Warbler,OTT:900160,Parulidae,Passeriformes,none,80,0,11.74,Warbler,Least Concern,74981,0.00211890540581287,1780
Cygnus olor,Mute_Swan,0.16968639799471563,0.12328861623063256,20,-7.1700463239361625,0.11087971446333723,7.686957462786244e-4,1,-7.725894732603727,0.01450451590270374,4.4105724347564743e-4,1,-0.07195484952110451,0.41132764551053574,0.16871804117046163,0.2933957113001042,Non-significant,Mute_Swan,OTT:140314,Anatidae,Anseriformes,none,60,0,10682.04,Duck,Least Concern,595505,0.01682851340591076,1401
Phalacrocorax brasilianus,Neotropic_Cormorant,0.2065076206916363,0.15399885351350903,20,-6.020653964985545,0.22312066486542328,0.00242219989759503,0.9575,-6.755136565449813,0.01494871444005933,0.00116352537269585,0.9925,-0.0953245858553009,0.5083398272385735,0.17993066089134135,0.3074065649919635,Non-significant,Neotropic_Cormorant,OTT:109023,Phalacrocoracidae,Suliformes,none,50,0,1239.29,Seabird,Least Concern,257138,0.00726652216214655,790
Cardinalis cardinalis,Northern_Cardinal,-0.2744298307282692,0.02418810314335632,20,-3.830010812381879,0.027981332974456,0.0212480978488935,1,-3.460504418927892,0.00143770550378369,0.03045713449879395,0.69,-0.32183764174358764,-0.22702201971295077,7.794200090452327e-30,5.502472601170076e-29,Underreported,Northern_Cardinal,OTT:307364,Cardinalidae,Passeriformes,long,100,0,42.64,Finch,Least Concern,9017029,0.25481430619052087,3356
Accipiter gentilis,Northern_Goshawk,-4.302998350004426,11.951975239514825,20,-12.31591534609754,11.945384932538076,4.4798552337131134e-6,0.995,-8.353581878401215,0.00773694853893758,2.354958181588163e-4,0.105,-27.728439363567965,19.122442663559113,0.718829159880724,0.8836866885042113,Non-significant,Northern_Goshawk,OTT:786433,Accipitridae,Accipitriformes,none,50,0,866.04,Hawk/Falcon,Least Concern,30397,8.589958472212147e-4,1806
Setophaga americana,Northern_Parula,-0.6517364853881442,0.04871952813762408,20,-6.639764449888874,0.05804373825389936,0.0013056282567976,1,-5.952569429664443,0.00706585151281107,0.00259241550289762,0.46,-0.7472250058816732,-0.5562479648946153,8.205820533586604e-41,7.323307759219742e-40,Underreported,Northern_Parula,OTT:956241,Parulidae,Passeriformes,none,75,0,7.84,Warbler,Least Concern,947488,0.02677528234009719,3039
Anas acuta,Northern_Pintail,-0.8309013578498126,0.05356803521541015,20,-7.089398279680907,0.04002705832093173,8.332041805152496e-4,0.8725,-6.167537625786246,0.04215401300433686,0.0020920060869023,0.8275,-0.9358927775945898,-0.7259099381050353,2.9164889562492724e-54,3.0655539473464574e-53,Underreported,Northern_Pintail,OTT:855474,Anatidae,Anseriformes,none,27.5,0,944.62,Duck,Least Concern,751601,0.02123966634099787,4112
Glaucidium gnoma,Northern_Pygmy-Owl,0.779963522057864,1.1963258900045937,20,-6.81114631607922,1.2298547786995582,0.00110021777715614,1,-7.695066061990147,0.01584546113552831,4.5485993325586983e-4,0.96,-1.5647921361239656,3.124719180239693,0.5144232588711801,0.7135548429503467,Non-significant,Northern_Pygmy-Owl,OTT:178693,Strigidae,Strigiformes,none,32.5,0,61.25,Owl,Least Concern,29946,8.462509340029114e-4,890
Stelgidopteryx serripennis,Northern_Rough-winged_Swallow,-0.8997143990711387,0.15157865649819358,20,-6.719995808466365,0.16433962246677605,0.00120508927885353,1,-5.7897368670012845,0.01231790223281571,0.00304945929206696,0.1,-1.1968031066325664,-0.6026256915097111,2.927242385075029e-9,1.27026206251421e-8,Underreported,Northern_Rough-winged_Swallow,OTT:814755,Hirundinidae,Passeriformes,none,35,0,15.69,Swallow/Swift,Least Concern,1194024,0.03374220013430482,4870
Aegolius acadicus,Northern_Saw-whet_Owl,0.04398847093886804,2.201079188047066,20,-8.99757358608285,2.1725003196556636,1.2369430875867736e-4,1,-8.83185526210597,0.00866355375096156,1.4598579163580645e-4,0.9975,-4.270047464754046,4.358024406631781,0.9840553734656183,0.9999810766357233,Non-significant,Northern_Saw-whet_Owl,OTT:509850,Strigidae,Strigiformes,none,25,0,100.69,Owl,Least Concern,35846,0.00101298039739091,1727
Spatula clypeata,Northern_Shoveler,-0.4140043481435236,0.06678254719917825,20,-5.910076223958844,0.0261124919061033,0.00270464521746972,0.97,-5.460604575478337,0.06344750377476091,0.00423299054750965,0.795,-0.5448957354497592,-0.283112960837288,5.671859533454652e-10,2.5550376755467147e-9,Underreported,Northern_Shoveler,OTT:656794,Anatidae,Anseriformes,none,90,0,612.56,Duck,Least Concern,1467034,0.04145725281219618,4460
Leiothlypis celata,Orange-crowned_Warbler,-0.8933218244904619,0.3804620681706504,20,-6.984705312318056,0.4153041622116438,9.250795538183614e-4,1,-6.151195412406425,0.06183484675686316,0.00212640168392417,0.1125,-1.6390137755885594,-0.14762987339236444,0.01887493574116164,0.0431296840848766,Underreported,Orange-crowned_Warbler,OTT:88835,Parulidae,Passeriformes,none,80,0,9.19,Warbler,Least Concern,1002376,0.02832637501576512,4562
Icterus spurius,Orchard_Oriole,-0.04950911821232351,0.10355791684744405,20,-6.342027924397365,0.1159978207315486,0.00175763327655202,0.925,-6.244274331624016,9.330221328421798e-4,0.00193777671119428,1,-0.2524789055473075,0.15346066912266046,0.632592240133454,0.8108838200084655,Non-significant,Orchard_Oriole,OTT:788030,Icteridae,Passeriformes,none,70,0,19.44,Blackbird,Least Concern,496674,0.01403562533877519,3345
Seiurus aurocapilla,Ovenbird,-0.6202923389942323,0.44408509067547336,20,-6.515192194115342,0.49404757976002006,0.00147858183508184,0.3325,-6.421936340353929,0.01149363156790757,0.00162286767270513,0.1475,-1.4906831227893642,0.2500984448008995,0.16247759380700905,0.28463667359524175,Non-significant,Ovenbird,OTT:285207,Parulidae,Passeriformes,none,90,0,18.8,Warbler,Least Concern,858411,0.0242580348129424,2871
Gavia pacifica,Pacific_Loon,-0.8052060171239628,7.171188596570835,20,-7.695196889297151,7.590949678554768,4.548004561107513e-4,1,-8.98978634195478,0.00862797035129555,1.2466118622927913e-4,1,-14.860477392747134,13.250065358499207,0.9105986393784766,0.9928000296833465,Non-significant,Pacific_Loon,OTT:651474,Gaviidae,Gaviiformes,none,80,0,2251.1,Duck,Least Concern,91599,0.00258851730794539,781
Empidonax difficilis,Pacific-slope_Flycatcher,-0.5718869161106803,57.29773616576186,20,-6.2522407614952,57.31677754492675,0.00192243043446904,1,-6.341517893795587,0.01811698107265859,0.00175852837512713,1,-112.87338619668205,111.72961236446066,0.9920364713257385,0.9999810766357233,Non-significant,Pacific-slope_Flycatcher,OTT:1095256,Tyrannidae,Passeriformes,none,60,0,10.7,Flycatcher,Least Concern,265179,0.00749375463928264,704
Calidris melanotos,Pectoral_Sandpiper,-0.9115581866919428,0.21242470919155457,20,-8.102087116052097,0.22456685119104683,3.0281455289905043e-4,0.995,-7.266747412049993,0.01181906351010096,6.978924514144673e-4,0.845,-1.3279029661337842,-0.4952134072501013,1.7770536453316808e-5,5.877946673020174e-5,Underreported,Pectoral_Sandpiper,OTT:57825,Scolopacidae,Charadriiformes,none,55,0,79.73,Shorebird,Least Concern,258200,0.00729653346555639,3024
Falco peregrinus,Peregrine_Falcon,0.14043077441927831,0.14494176258276004,20,-7.01832880619585,0.16661145225660834,8.945196156005861e-4,0.9975,-7.3315543606943585,0.01090808555576593,6.541272183539907e-4,0.92,-0.14364986009868652,0.42451140893724315,0.33260644417410834,0.5192173204434101,Non-significant,Peregrine_Falcon,OTT:786435,Falconidae,Falconiformes,none,65,0,759.95,Hawk/Falcon,Least Concern,432128,0.012211605009310421,3794
Phainopepla nitens,Phainopepla,-0.09253716909875798,0.12587296812578547,20,-5.752789265007627,0.17067428726244843,0.00316387367906141,1,-5.823246577138828,0.00781514355970506,0.0029492623312179,0.9875,-0.33924365325245565,0.15416931505493967,0.46224013189583385,0.6665840926424678,Non-significant,Phainopepla,OTT:33427,Ptiliogonatidae,Passeriformes,long,50,0,22.1,Flycatcher,Least Concern,231258,0.00653517326172594,604
